CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
2bad029fa0f4ac4bd7bc22097f80c2633cd1457539f40108433623e16c45f5cdf68cee433b14a8fb3ca9cfceb3148e852301272b47412ad192e9e1594c6dfe23,JF283412,,06/17/2022 02:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",06/17/2022 02:02:00 PM,DISREGARDING OTHER TRAFFIC SIGNS,NOT APPLICABLE,5130,N,SHERIDAN RD,2024,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,14,6,6,41.976283056,-87.655147769,POINT (-87.65514776883 41.976283055914)
28a96a0c64a0b3f58ae2d1006eee9cdf1a09f72f12794ed72f04b65be3105bed199919affad3049c4b888551f128bf47be8128504028cfc31394acc2c725a6c9,JE483921,,12/20/2021 03:36:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",12/20/2021 03:36:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,3002,W,LOGAN BLVD,1411,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,2,12,41.928532772,-87.702562154,POINT (-87.702562154437 41.928532771884)
291f83ce7456f3e854bfaf285a80b75e74b64d8a815508c40691369792c8d4776a2482e89de18b09894b7e7cdf01f5afb0682c9e9d7929412f4583aeed1da79d,JF315119,,07/09/2022 07:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/12/2022 05:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1600,N,WELLS ST,1814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,7,7,41.911195419,-87.634858884,POINT (-87.634858883507 41.911195419487)
2b8bde69c02a6daee4119a8f8835c354950f8cf21fa1d11f68c9274aff4522e19aff6f07a9b82f96ecf46a2071b2630203c14c7d66a3d7204f5b323b0bd5954e,JF126368,,01/27/2022 11:07:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,01/27/2022 11:07:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,100,N,STATE ST,111,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,23,5,1,41.88324838,-87.62801718,POINT (-87.628017180253 41.883248379666)
2911534d43b217985a064d7f660d0de052587d97ebd71cb85ed49b513fea8d178e28c7a4d614a47e5cfa59e878646d64113f2dedb2c7f12d8083192e21e41458,JF305200,,07/04/2022 04:49:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",07/04/2022 04:56:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3424,W,BELMONT AVE,1732,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,4,0,16,2,7,41.939370334,-87.713566022,POINT (-87.713566021709 41.939370334488)
2bb7ae12de0768e0f14a333e60c13dc4b2b1450b80e867204cdefe7635526864672f7211a555d27549719245f10f86cb7acfd122ee04d8b48531c113b1278eec,JF237934,,05/11/2022 09:50:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,05/11/2022 09:52:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1800,S,PULASKI RD,1012,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,9,4,5,41.856941455,-87.725054914,POINT (-87.725054914159 41.856941455397)
296a015917fea544c361777d8d8a2ad36497bd06e02cc651b7c5e41c7399e7e4ce06709324272aad1d50111a8c91c813c0179a39a83b44a8ad3c081a9379610b,JF260232,,05/29/2022 04:49:00 PM,30,BICYCLE CROSSING SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,05/29/2022 04:49:00 PM,DISREGARDING YIELD SIGN,UNABLE TO DETERMINE,4600,N,LAKE SHORE DR NB,1914,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,16,1,5,41.965718488,-87.647476655,POINT (-87.647476655051 41.965718487888)
2df9ed911922ac661b287c4b40c7a84fc6ca676067b3ecdb9df959c138cbde6d8f769867cd6dfede657f94dd7fc9e53728c3170ac951edaf276882a5e85bf228,JF317788,,07/14/2022 05:16:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,07/14/2022 05:17:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,798,W,DIVERSEY PKWY,1934,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,5,7,41.932831225,-87.648949174,POINT (-87.648949174491 41.932831225404)
2da71978747d8375c4e0983c90431114fa4ee935d7df186d90038693fa2ef92abd91eaea7c65f51c00aa635f2b22300d0653825bd6c37f8bfba859aa03742cf9,JF276118,,06/11/2022 06:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,06/11/2022 06:58:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1850,W,NORTH AVE,1434,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,18,7,6,41.910639721,-87.674622497,POINT (-87.674622497193 41.910639720868)
2cf4e9e1c75eab1b2aeed75a725cef01fcf999e7dc85e3038fae463762dba7cf6f4994489f2b0859ca77c1468f0f0dca9a9986150184642b45692f00ebb5a10d,JF244581,,05/16/2022 04:00:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",05/16/2022 04:07:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1710,N,DAMEN AVE,1434,,,Y,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,16,2,5,41.912658147,-87.677660288,POINT (-87.677660287575 41.912658147053)
92847bdf3e5bef8a528cba36e643d7bb4d49c767d66f451a3978239f04cb929a01edfa8b940689b67becefb7543f4ed61fe03f4451f2a1b799ffeb3d572f3b27,JF114179,,01/15/2022 08:59:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",01/15/2022 08:59:00 PM,DISREGARDING ROAD MARKINGS,NOT APPLICABLE,2558,S,STATE ST,133,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,20,7,1,41.845643343,-87.627108659,POINT (-87.627108659061 41.845643343189)
2d065845feadc8b34523aa9094f5e949ca7cf9589bc52cf4ed3eab09494282334153f8c84204dc2906e896d1755b0deef5a4f11e373cf3ae7fe43a38251005f7,JF183209,,03/22/2022 08:18:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"$501 - $1,500",03/22/2022 08:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",4101,W,51ST ST,815,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,20,3,3,41.800407598,-87.725885548,POINT (-87.725885547638 41.800407597773)
2e983e63b50a50e51353a59f1f02fba3ac01eec98ecaa4fc4e420014651443b0fd5f98a96e85027b92a53ce9f58dcea540ad3683d47e87a3995a3681655d83cc,JF262000,,05/31/2022 09:07:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",05/31/2022 09:08:00 AM,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4340,N,ELSTON AVE,1722,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,9,3,5,41.959589087,-87.727970144,POINT (-87.727970143775 41.959589087021)
2d6f6a6443b8773e19db1f2058997ed8af30ea466d3d1d1961ae43418b3d3a5fe24813ab2807b1c29b1d8c985f735d9578f5a2095d5dbd3b049db926a2e6a804,JF312685,,07/10/2022 08:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/10/2022 08:13:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,2027,S,HALSTED ST,1235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,1,7,41.854610292,-87.646403064,POINT (-87.646403064479 41.854610291766)
2c908a66633958a7f92f48a7f19b2b0132590d294813351ea26320d39a314e75798b045c90d8d8956cd86460ea69107e629ee849ab0c3870e11f8d808aa0c120,JF185100,,03/20/2022 08:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,03/24/2022 02:48:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1000,W,IRVING PARK RD,1915,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,20,1,3,41.954596922,-87.654627247,POINT (-87.654627247399 41.954596922053)
2c1aaa935e2e62c24642eba185c7e09e344caf85cb1db6414f7ae559cc039ce5f088e89547edf9dc0f369cdedec0a04ab7886898eab395810f5b3fb70c38e0dd,JE372759,,09/14/2021 06:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,09/14/2021 06:50:00 AM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,18,S,WELLS ST,122,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,6,3,9,41.881324579,-87.633957198,POINT (-87.633957197673 41.88132457892)
2d0bef9978b8d3b5659ef0a532bc7d5f3c15e9ae01535f84708edc9ba27ba2ab457d185897977d332ca6e5ddd21c5342ae16c7757b9511ac1fd2a4f07804b454,JF311613,,07/09/2022 09:03:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,07/09/2022 10:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2324,N,KEDZIE BLVD,1413,,,Y,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,21,7,7,41.923689837,-87.707334427,POINT (-87.707334427477 41.923689836739)
2e88da1b442cfb0a3046702ec77b9e009eb1afb7e650196d4e763ab97a6668a46573afbd299e863056e2aa0ee6b1bfd149b46c383ba00be1f6bcc2511a314f0d,JF137854,,02/08/2022 10:30:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",02/08/2022 02:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,3200,N,AUSTIN AVE,1633,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,10,3,2,41.938491124,-87.776363152,POINT (-87.776363151942 41.938491124151)
2de14774b5b36e37c307224b726322cfbc8b52dba9ec3282d4882b30499c8649af11323c6ee27c6dfbec82940da1afe69a7d1c98f3ecc8654e0ba0e2ee7b01bf,JE364050,Y,09/06/2021 06:00:00 PM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",09/06/2021 09:41:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2500,W,NORTH AVE,1434,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,18,2,9,41.910403336,-87.689730623,POINT (-87.689730622845 41.91040333553)
2d610cdebe8a3b081c621a3b8239b5feb7c4a76d3d43ca379882a31e8ad9077f9645672476633da9142284c57453610836bdc14c76fa1c8cadd59a09b0877e21,JF173433,,03/14/2022 11:20:00 AM,30,OTHER,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",03/14/2022 11:26:00 AM,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,1501,W,IRVING PARK RD,1922,,,N,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,11,2,3,41.954199408,-87.667593355,POINT (-87.667593355256 41.954199408398)
2e69711305c6a3504d30beb2ccba212dcba43dfc393f1c850ba4b37c76f8a1d11cb4ca03a8cf1c2e43482e897c823fa4e81b85edb31c8da35022019b0f6422a1,JF208779,,04/15/2022 12:45:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",04/15/2022 12:55:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,1649,N,DAMEN AVE,1434,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,12,6,4,41.911971231,-87.677351936,POINT (-87.677351935704 41.911971230797)
2d7f4fd1012f68827c318bc8b7342beb6a5520241eed96b463530e240f96ab6a3dc906f082aed1e589226ff5652020ae6c3f42b531e323e24754e221bdc94eaf,JF245591,,05/15/2022 04:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",05/17/2022 12:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2023,N,ELSTON AVE,1432,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,16,1,5,41.918659684,-87.668038236,POINT (-87.668038235625 41.918659684192)
2f67dc80047bf3c9d05b93ea2ccbe1043b34b4162b8efec49509a32e507ed5e5dd46cd23533a6fd21d93e09d49de712677fc4709beddc348d118008c835c803d,JE427027,,10/29/2021 05:53:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/29/2021 06:30:00 PM,WEATHER,NOT APPLICABLE,5501,W,ADDISON ST,1633,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,6,10,41.945797526,-87.764356729,POINT (-87.764356729376 41.945797526089)
326835a98b8d090ee3a9e701466feb9e43875cff3122d0569c4176508ac16f45305f8d0810c29157274300e75e3f289992ac81a7b5902e7733ded13f4149543d,JE393599,,10/01/2021 02:42:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/01/2021 02:42:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,11044,S,BISHOP ST,2234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,6,10,41.692610938,-87.658757103,POINT (-87.658757102993 41.692610938457)
302e3f518a7f629b44d007d4e4c94f791c6f0b9943ec2feee3544a662f4850a0ef3fc3ecbdeff3c7d619eb8bfb939139ece0b7caa26994beec6aa0479810dbbd,JE412986,,10/13/2021 08:30:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,10/17/2021 05:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,7399,N,SACRAMENTO AVE,2411,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,5,0,8,4,10,42.015548277,-87.704229963,POINT (-87.704229962709 42.015548277077)
30b4330c8ff16570d30082ee4ccbdb66a9253c3d398e9910364fcb6b438eb9b36637465076caf5f11d1264afae14bbcd10d6d9fa2db0a0ef8a0a5cf48876601c,JF204103,,04/10/2022 05:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,04/11/2022 01:10:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4410,N,CENTRAL PARK AVE,1723,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,17,1,4,41.961439561,-87.718200732,POINT (-87.718200731988 41.961439560732)
31773e808ba2fe3be3bfd3ae4d15ddbd70078a9ffe6be37d50cdc1089f25513a396733b20317096fce253e9a7c105c7de5c0bf1f3a74a6945019035e1e38f731,JE370632,N,09/12/2021 10:38:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",09/12/2021 10:41:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,727,S,INDEPENDENCE BLVD,1133,,,,N,,,2,FATAL,1,1,0,0,0,1,0,10,1,9,41.871765745,-87.719561356,POINT (-87.71956135568 41.87176574478)
3202986ecd769e7633907e5c03e9d3e51da4cecd2968bedfe178e4cbfd7ee081dd37768f57846dc16de8cd53228fff83b75e9b2362c363f1224a3dabe45c3caf,JE361601,,09/04/2021 04:46:00 PM,30,NO CONTROLS,OTHER,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",09/04/2021 04:46:00 PM,IMPROPER LANE USAGE,IMPROPER TURNING/NO SIGNAL,4560,W,ARMITAGE AVE,2522,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,3,0,16,7,9,41.917098812,-87.741059805,POINT (-87.741059805152 41.917098811889)
31c194fbd4f43ad35313fd1e56c5151f05e4695dcf2ee864b915c96a0a54786de8234a745ce22341f8bb862a7b603960c28e979a7e74f2a999bcbf311bcd0326,JF315409,,07/12/2022 09:06:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",07/12/2022 09:19:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,520,N,DEARBORN ST,1831,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,21,3,7,41.891601285,-87.629796705,POINT (-87.629796705231 41.891601284754)
31e69b17ae921720ae9cbdcea6fa7e6206f288742c75f316ddfd43aba58f069004fb3f1f89aebfce0222fd427efdc55aabd64e0f6217df6500048be90ae8f0ef,JE417018,,10/20/2021 06:05:00 PM,30,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,DUSK,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",10/21/2021 01:12:00 AM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,43,E,OHIO ST,1834,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,18,4,10,41.892394751,-87.626415335,POINT (-87.626415335436 41.892394750983)
32207a0ef270f127d081aed33abcba0e0613f59049d95b0838a4be1ba8b5162927ccc4c29bb5b04c7967f2631a6366fd8d061534aa31df8ceb81843c1864b5f9,JE434835,,11/05/2021 12:35:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/05/2021 12:35:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,7433,N,CLARK ST,2422,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,6,11,42.016872177,-87.675208683,POINT (-87.675208682541 42.016872176602)
30d28d5adadd6d15dbd58d65fbe7e322acce4e8857ac29cb4f7540aa2c461e1140bc1d83aa0b493efbbbdd85c9e7d1c412c67ddf618f806c2bda347c95a95f5c,JE410822,,10/15/2021 01:30:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/15/2021 04:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1024,W,BELDEN AVE,1811,,,Y,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,6,10,41.923646307,-87.654618549,POINT (-87.654618549091 41.923646307262)
3147b904391fd8043f800da06a9b4081c4479e48774aa1cf5ff2d3aeb4d7b305e431b8a79e9899acc54bcff453352ddddc1c2918a0ac20e2abb2fbe0bb917656,JF290433,,06/22/2022 09:53:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,06/22/2022 10:05:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2600,N,KOSTNER AVE,2524,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,21,4,6,41.92867188,-87.736883072,POINT (-87.736883072208 41.928671880217)
30e57551e58e627f82448f7ffa0e1c7f174bf67a8a3cd527e555be81e6b3226b1bcb866b6d6d07bf589565df95253458133e95a9b078e83d9dc8aafa87b71d29,JF295950,,06/27/2022 12:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,"FIVE POINT, OR MORE",,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,06/27/2022 12:36:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,401,W,ARMITAGE AVE,1813,,N,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,12,2,6,41.918211731,-87.638873295,POINT (-87.638873295098 41.918211730572)
